文件名,顺序,Eye study,语言,省份,省份,省份4分 1=high；2=Upper-middle；3=lower-middle; 4= low,省份3分 1=high；2=middle；3=low,省份3分 1=high；2=middle；3=low(修改四川安徽）,随访,随访次,0：不可用；1：可用；2潜力，需整体近视率补充数据；3潜力，需补充整体城乡数据,不可用理由,我们使用为1,年份,时间分组1:1995-2003；2:2004-2007；3:2008-2011；4:2012-2015；5:2016-2019；6:2020-2023,验光方式1非散瞳；2散瞳；3试片,城市/农村 0=农村，1=城市，2=农村及城市，3=不清楚划分,高度近视人数,男性人数,男性近视人数,男性近视率,男性城市人数,男性城市近视人数,男性农村人数,男性农村近视人数,男性高度近视,男性城市高度近视人数,男性农村高度近视人数,女性人数,女性近视人数,女性近视率,女性城市人数,女性城市近视人数,女性农村人数,女性农村近视人数,女性高度近视,女性城市高度近视人数,女性农村高度近视人数,学前人数,学前近视人数,学前总近视率,学前城市人数,学前城市近视人数,学前城市患病率,学前农村人数,学前农村近视人数,学前农村近视率,学前高度近视人数,学前城市高度近视人数,学前农村高度近视人数,1-3年级城市人数,1-3年级城市近视人数,1-3年级城市患病率,1-3年级农村人数,1-3年级农村近视人数,1-3年级农村患病率,4-6年级城市人数,4-6年级城市近视人数,4-6年级城市患病率,4-6年级农村人数,4-6年级农村近视人数,4-6年级农村患病率,7-9年级城市人数,7-9年级城市近视人数,7-9年级城市近视率,7-9年级农村人数,7-9年级农村近视人数,7-9年级农村近视率,10-12年级城市人数,10-12年级城市近视人数,10-12年级城市近视率,10-12年级农村人数,10-12年级农村近视人数,10-12年级农村近视率,同年同省小学生人口数,同年同省初中人口数,同年同省小学初中人口总数,离群,备注
体质健康2010,408,体质健康测试,1,53,云南,4,3,3,2,4,1,,1 ,2010,3,3,2,,3600,1826,50.72%,1800,1031,1800,795,,,,3595,2125,59.11%,1795,1149,1800,976,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,257,28.56%,900,211,23.44%,900,453,50.33%,900,351,39.00%,900,680,75.56%,900,531,59.00%,895,790,88.27%,900,678,75.33%,,,,,
体质健康2010,411,体质健康测试,1,62,甘肃,4,3,3,2,4,1,,1 ,2010,3,3,2,,3600,1866,51.83%,1800,1111,1800,755,,,,3600,2196,61.00%,1800,1247,1800,949,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,381,42.33%,900,195,21.67%,900,577,64.11%,900,359,39.89%,900,653,72.56%,900,461,51.22%,900,747,83.00%,900,689,76.56%,,,,,
体质健康2010,412,体质健康测试,1,63,青海,4,3,3,2,4,1,,1 ,2010,3,3,2,,3568,1686,47.25%,1797,1094,1771,592,,,,3598,2106,58.53%,1798,1250,1800,856,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,360,40.04%,899,189,21.02%,900,515,57.22%,900,251,27.89%,899,681,75.75%,900,410,45.56%,897,788,87.85%,872,598,68.58%,,,,,
体质健康2014,426,体质健康测试,1,34,安徽,4,3,2,2,5,1,,1 ,2014,4,3,2,,3598,2130,59.20%,1799,1155,1799,975,,,,3599,2400,66.69%,1799,1303,1800,1097,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,396,44.05%,900,262,29.11%,899,569,63.29%,899,482,53.62%,900,700,77.78%,900,620,68.89%,900,793,88.11%,900,708,78.67%,,,,,
体质健康2014,434,体质健康测试,1,45,广西,4,3,3,2,5,1,,1 ,2014,4,3,2,,3437,1110,32.30%,1700,496,1737,614,,,,3468,1804,52.02%,1735,947,1733,857,,,,\,\,\,\,\,\,\,\,\,\,\,\,838,251,29.95%,862,229,26.57%,869,336,38.67%,868,305,35.14%,876,437,49.89%,884,448,50.68%,852,419,49.18%,856,489,57.13%,,,,,
体质健康2014,436,体质健康测试,1,51,四川,4,3,2,2,5,1,,1 ,2014,4,3,2,,3600,1973,54.81%,1800,1105,1800,868,,,,3600,2061,57.25%,1800,1154,1800,907,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,287,31.89%,900,176,19.56%,900,501,55.67%,900,375,41.67%,900,705,78.33%,900,571,63.44%,900,766,85.11%,900,653,72.56%,,,,,
体质健康2014,437,体质健康测试,1,52,贵州,4,3,3,2,5,1,,1 ,2014,4,3,2,,3599,1485,41.26%,1799,925,1800,560,,,,3598,1816,50.47%,1800,1092,1798,724,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,311,34.59%,899,171,19.02%,900,442,49.11%,900,221,24.56%,900,602,66.89%,899,330,36.71%,900,662,73.56%,900,562,62.44%,,,,,
体质健康2014,438,体质健康测试,1,53,云南,4,3,3,2,5,1,,1 ,2014,4,3,2,,3600,2125,59.03%,1800,1103,1800,1022,,,,3600,2501,69.47%,1800,1265,1800,1236,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,302,33.56%,900,329,36.56%,900,556,61.78%,900,513,57.00%,900,703,78.11%,900,668,74.22%,900,807,89.67%,900,748,83.11%,,,,,
体质健康2014,441,体质健康测试,1,62,甘肃,4,3,3,2,5,1,,1 ,2014,4,3,2,,3600,2175,60.42%,1800,1250,1800,925,,,,3598,2547,70.79%,1799,1393,1799,1154,,,,\,\,\,\,\,\,\,\,\,\,\,\,899,424,47.16%,900,284,31.56%,900,658,73.11%,899,448,49.83%,900,749,83.22%,900,603,67.00%,900,812,90.22%,900,744,82.67%,,,,,
体质健康2014,442,体质健康测试,1,63,青海,4,3,3,2,5,1,,1 ,2014,4,3,2,,3600,1579,43.86%,1800,1024,1800,555,,,,3600,1887,52.42%,1800,1133,1800,754,,,,\,\,\,\,\,\,\,\,\,\,\,\,900,310,34.44%,900,103,11.44%,900,488,54.22%,900,159,17.67%,900,628,69.78%,900,443,49.22%,900,731,81.22%,900,604,67.11%,,,,,
体质健康2019,,体质健康测试,1,11,北京,1,1,1,2,6,1,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,980,303,30.92%,991,263 ,26.54%,979,629,64.25%,983,578 ,58.80%,979,629,64.25%,983,578 ,58.80%,778,699,89.85%,683,567 ,83.02%,,,,,
体质健康2019,,体质健康测试,1,12,天津,1,1,1,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946,277,29.28%,968,287 ,29.65%,946,578,61.10%,982,554 ,56.42%,946,578,61.10%,982,554 ,56.42%,914,776,84.90%,832,735 ,88.34%,,,,,
体质健康2019,,体质健康测试,1,21,辽宁,1,1,1,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,869 ,236,27.16%,803 ,117 ,14.57%,853 ,468,54.87%,851 ,353,41.48%,853 ,468,54.87%,851 ,353,41.48%,797 ,690,86.57%,824 ,652,79.13%,,,,,
体质健康2019,,体质健康测试,1,31,上海,1,1,1,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900 ,328,36.44%,900,252 ,28.00%,870 ,586,67.36%,899,566,62.96%,870 ,586,67.36%,899,566,62.96%,886 ,777,87.70%,919,819,89.12%,,,,,
体质健康2019,,体质健康测试,1,32,江苏,1,1,1,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,863 ,269,31.17%,896,231 ,25.78%,837 ,563,67.26%,898,588,65.48%,837 ,563,67.26%,898,588,65.48%,1048 ,858,81.87%,1018,809,79.47%,,,,,
体质健康2019,,体质健康测试,1,33,浙江,1,1,1,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,893 ,305,34.15%,807,248 ,30.73%,877 ,600,68.42%,934,645,69.06%,877 ,600,68.42%,934,645,69.06%,1050 ,965,91.90%,1006,940,93.44%,,,,,
体质健康2019,,体质健康测试,1,37,山东,1,1,1,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943 ,366,38.81%,941,341 ,36.24%,938 ,671,71.54%,963,687,71.34%,938 ,671,71.54%,963,687,71.34%,1057 ,918,86.85%,1083,978,90.30%,,,,,
体质健康2019,,体质健康测试,1,44,广东,1,1,1,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,978 ,233,23.82%,956,218 ,22.80%,957 ,515,53.81%,949,412,43.41%,957 ,515,53.81%,949,412,43.41%,931 ,771,82.81%,946,738,78.01%,,,,,
体质健康2019,,体质健康测试,1,15,内蒙古,2,1,1,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,320,34.30%,951,255 ,26.81%,945,630,66.67%,974,522,53.59%,945,630,66.67%,974,522,53.59%,929,830,89.34%,879,709,80.66%,,,,,
体质健康2019,,体质健康测试,1,22,吉林,2,1,1,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925 ,327,35.35%,721 ,201 ,27.88%,925 ,556,60.11%,644 ,262,40.68%,925 ,556,60.11%,644 ,262,40.68%,633 ,364,57.50%,440 ,240,54.55%,,,,,
体质健康2019,,体质健康测试,1,23,黑龙江,2,2,2,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,946 ,290,30.66%,583,188 ,32.25%,927 ,577,62.24%,603,317,52.57%,927 ,577,62.24%,603,317,52.57%,828 ,719,86.84%,530,414,78.11%,,,,,
体质健康2019,,体质健康测试,1,35,福建,2,1,1,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,958 ,319,33.30%,946,249 ,26.32%,924 ,607,65.69%,930,434,46.67%,924 ,607,65.69%,930,434,46.67%,906 ,805,88.85%,903,762,84.39%,,,,,
体质健康2019,,体质健康测试,1,42,湖北,2,2,2,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,942 ,236,25.05%,978,248 ,25.36%,888 ,479,53.94%,810,462,57.04%,888 ,479,53.94%,810,462,57.04%,765 ,662,86.54%,788,636,80.71%,,,,,
体质健康2019,,体质健康测试,1,50,重庆,2,2,2,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718 ,214,29.81%,771,130 ,16.86%,790 ,449,56.84%,876,409,46.69%,790 ,449,56.84%,876,409,46.69%,785 ,634,80.76%,891,722,81.03%,,,,,
体质健康2019,,体质健康测试,1,61,陕西,2,2,2,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003 ,316,31.51%,979,185 ,18.90%,1000 ,637,63.70%,987,501,50.76%,1000 ,637,63.70%,987,501,50.76%,954 ,827,86.69%,977,793,81.17%,,,,,
体质健康2019,,体质健康测试,1,13,河北,3,2,2,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935,271,28.98%,882,292 ,33.11%,793,448,56.49%,830,512 ,61.69%,793,448,56.49%,830,512 ,61.69%,871,712,81.75%,874,735 ,84.10%,,,,,
体质健康2019,,体质健康测试,1,14,山西,3,2,2,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899,251,27.92%,904,190 ,21.02%,890,536,60.22%,905,432 ,47.73%,890,536,60.22%,905,432 ,47.73%,864,734,84.95%,891,753 ,84.51%,,,,,
体质健康2019,,体质健康测试,1,36,江西,3,3,3,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,875 ,189,21.60%,882,111 ,12.59%,830 ,452,54.46%,894,371,41.50%,830 ,452,54.46%,894,371,41.50%,610 ,511,83.77%,910,741,81.43%,,,,,
体质健康2019,,体质健康测试,1,41,河南,3,2,2,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625 ,212,33.92%,956,320 ,33.47%,614 ,362,58.96%,959,538,56.10%,614 ,362,58.96%,959,538,56.10%,870 ,714,82.07%,768,684,89.06%,,,,,
体质健康2019,,体质健康测试,1,43,湖南,3,2,2,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945 ,221,23.39%,915,203 ,22.19%,946 ,435,45.98%,892,417,46.75%,946 ,435,45.98%,892,417,46.75%,927 ,724,78.10%,902,753,83.48%,,,,,
体质健康2019,,体质健康测试,1,46,海南,3,2,2,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905 ,222,24.53%,922,230 ,24.95%,907 ,448,49.39%,901,427,47.39%,907 ,448,49.39%,901,427,47.39%,875 ,655,74.86%,852,613,71.95%,,,,,
体质健康2019,,体质健康测试,1,64,宁夏,3,2,2,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859 ,277,32.25%,720,220 ,30.56%,830 ,546,65.78%,697,365,52.37%,830 ,546,65.78%,697,365,52.37%,668 ,536,80.24%,518,439,84.75%,,,,,
体质健康2019,,体质健康测试,1,65,新疆,3,3,3,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886 ,223,25.17%,812,146 ,17.98%,892 ,458,51.35%,899,315,35.04%,892 ,458,51.35%,899,315,35.04%,926 ,787,84.99%,777,654,84.17%,,,,,
体质健康2019,,体质健康测试,1,34,安徽,4,3,2,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,966 ,287,29.71%,953,190 ,19.94%,940 ,606,64.47%,951,473,49.74%,940 ,606,64.47%,951,473,49.74%,927 ,825,89.00%,964,781,81.02%,,,,,
体质健康2019,,体质健康测试,1,45,广西,4,3,3,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896 ,230,25.67%,839,171 ,20.38%,890 ,522,58.65%,891,353,39.62%,890 ,522,58.65%,891,353,39.62%,760 ,626,82.37%,897,757,84.39%,,,,,
体质健康2019,,体质健康测试,1,51,四川,4,3,2,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,924 ,270,29.22%,976,225 ,23.05%,988 ,628,63.56%,918,507,55.23%,988 ,628,63.56%,918,507,55.23%,855 ,744,87.02%,859,735,85.56%,,,,,
体质健康2019,,体质健康测试,1,52,贵州,4,3,3,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,896 ,201,22.43%,851,173 ,20.33%,896 ,433,48.33%,898,336,37.42%,896 ,433,48.33%,898,336,37.42%,899 ,658,73.19%,889,673,75.70%,,,,,
体质健康2019,,体质健康测试,1,53,云南,4,3,3,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,995 ,267,26.83%,1005,227 ,22.59%,1008 ,631,62.60%,1004,565,56.27%,1008 ,631,62.60%,1004,565,56.27%,999 ,915,91.59%,990,798,80.61%,,,,,
体质健康2019,,体质健康测试,1,62,甘肃,4,3,3,2,6,,,1 ,2019,5,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,678 ,221,32.60%,922,190 ,20.61%,897 ,545,60.76%,883,449,50.85%,897 ,545,60.76%,883,449,50.85%,875 ,809,92.46%,900,740,82.22%,,,,,
体质健康2019,,体质健康测试,1,63,青海,4,3,3,2,6,,,1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914 ,264,28.88%,618,124 ,20.06%,915 ,532,58.14%,597,221,37.02%,915 ,532,58.14%,597,221,37.02%,471 ,412,87.47%,615,457,74.31%,,,,,
